Authors,Title,Journal,Pub Year,Pub Vol,DOI,Methology,Pollinator Survey,Plant Survey,NBN Pollinator Code,COL Pollinator Code,Pollinator Species,Caste,NBN Plant Code,COL Plant Code,Plant Species,Interactions,Date,Month,Year,Grid Letter,Grid Code,Latitude,Longitude,Habitat,Pollina-tion Quality,Pollen,Nectar,Record
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,1.0,8.0,2017.0,SK,339529.0,53.0722,-1.4954,"Fen, Marsh and Swamp",3,,,65038
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,12.0,7.0,2017.0,SK,286551.0,53.0923,-1.5743,"Fen, Marsh and Swamp",3,,,65039
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,10.0,8.0,2017.0,SP,619996.0,52.5906,-1.0877,"Fen, Marsh and Swamp",3,,,65040
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,26.0,7.0,2018.0,TQ,593407.0,51.1433,0.2759,"Fen, Marsh and Swamp",3,,,65041
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,26.0,7.0,2018.0,TQ,593407.0,51.1433,0.2759,"Fen, Marsh and Swamp",3,,,65042
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,8.0,8.0,2018.0,NT,466814.0,56.0225,-2.8582,"Fen, Marsh and Swamp",3,,,65043
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,25.0,7.0,2018.0,NS,389836.0,56.0182,-4.5861,"Fen, Marsh and Swamp",3,,,65044
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,9.0,8.0,2018.0,NY,946412.0,54.7657,-2.0854,"Fen, Marsh and Swamp",3,,,65045
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,20.0,8.0,2018.0,ST,617311.0,51.0778,-2.5481,"Fen, Marsh and Swamp",3,,,65046
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,20.0,7.0,2018.0,ST,470896.0,51.6026,-2.7666,"Fen, Marsh and Swamp",3,,,65047
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,15.0,8.0,2018.0,SU,983090.0,50.872,-0.6043,"Fen, Marsh and Swamp",3,,,65048
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,7.0,8.0,2018.0,SK,339529.0,53.0722,-1.4954,"Fen, Marsh and Swamp",3,,,65049
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,3.0,8.0,2018.0,SO,202446.0,52.0939,-3.1662,"Fen, Marsh and Swamp",3,,,65050
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,17.0,7.0,2018.0,SK,57830174.0,52.6103,-1.1473,"Fen, Marsh and Swamp",3,,,65051
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,26.0,8.0,2019.0,NY,946412.0,54.7657,-2.0854,"Fen, Marsh and Swamp",3,,,65052
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,11.0,18.0,7.0,2018.0,NO,119239.0,56.3991,-3.4289,Riparian Zone,3,,,73010
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,28.0,11.0,8.0,2018.0,TF,707366.0,52.8997,0.5364,Riparian Zone,3,,,73015
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,8.0,5.0,8.0,2019.0,SS,211113.0,50.8733,-4.5441,Riparian Zone,3,,,73020
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,7.0,2018.0,SK,351391.0,52.9481,-1.479,Riparian Zone,3,,,73028
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,31.0,7.0,2016.0,SK,351391.0,52.9481,-1.479,Riparian Zone,3,,,73032
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,2.0,15.0,8.0,2019.0,NS,918810.0,56.0097,-3.7369,Riparian Zone,3,,,73035
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,8.0,2019.0,TR,42699.0,51.3913,0.9336,Riparian Zone,3,,,73036
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,3.0,22.0,8.0,2019.0,TR,42699.0,51.3913,0.9336,Riparian Zone,3,,,73038
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,Q,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,8.0,2019.0,TR,42699.0,51.3913,0.9336,Riparian Zone,3,,,73040
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,3.0,22.0,7.0,2019.0,NO,94265.0,56.422,-3.4703,Riparian Zone,3,,,73049
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2019.0,NO,94265.0,56.422,-3.4703,Riparian Zone,3,,,73052
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,8.0,20.0,8.0,2019.0,NO,94265.0,56.422,-3.4703,Riparian Zone,3,,,73053
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,4.0,20.0,8.0,2019.0,NO,112256.0,56.4143,-3.4408,Riparian Zone,3,,,73054
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2019.0,NO,112256.0,56.4143,-3.4408,Riparian Zone,3,,,73055
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,4.0,20.0,8.0,2019.0,NO,112256.0,56.4143,-3.4408,Riparian Zone,3,,,73057
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,Q,NBNSYS0000004506,S73C,Centaurea nigra,1.0,14.0,7.0,2018.0,SU,18472.0,51.2239,-1.9756,Riparian Zone,3,,,73063
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,30.0,7.0,2017.0,TQ,436569.0,51.293,0.0581,Riparian Zone,3,,,73066
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,2.0,15.0,9.0,2019.0,SO,202446.0,52.0939,-3.1662,Riparian Zone,3,,,73076
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,22.0,8.0,2014.0,SD,521713.0,54.1353,-2.7346,Riparian Zone,3,,,73078
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,26.0,7.0,2018.0,TQ,593407.0,51.1433,0.2759,Riparian Zone,3,,,73079
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,10.0,23.0,7.0,2018.0,TL,137133.0,51.8067,-0.3522,Riparian Zone,3,,,73089
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,8.0,23.0,7.0,2018.0,TL,137133.0,51.8067,-0.3522,Riparian Zone,3,,,73091
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,2.0,18.0,7.0,2018.0,NO,119239.0,56.3991,-3.4289,Riparian Zone,3,,,73092
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,Q,NBNSYS0000004506,S73C,Centaurea nigra,1.0,24.0,7.0,2018.0,SD,180800.0,54.2091,-3.2587,Riparian Zone,3,,,73103
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,9.0,14.0,7.0,2015.0,TQ,931325.0,51.0592,0.7542,,3,,,81849
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,2.0,24.0,8.0,2019.0,SO,202446.0,52.0939,-3.1662,,3,,,81852
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,,NBNSYS0000004506,S73C,Centaurea nigra,,24.0,8.0,2016.0,NZ,121647.0,54.9767,-1.8124,,3,,,81853
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,9.0,8.0,2018.0,NT,502291.0,55.553,-2.7909,,3,,,81854
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,2.0,28.0,6.0,2018.0,ST,418405.0,51.1607,-2.8337,,3,,,81866
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,7.0,28.0,6.0,2018.0,ST,418405.0,51.1607,-2.8337,,3,,,81869
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,1.0,17.0,7.0,2017.0,NS,655614.0,55.827,-4.1487,,3,,,81873
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,W,NBNSYS0000004506,S73C,Centaurea nigra,5.0,16.0,7.0,2018.0,ST,418405.0,51.1607,-2.8337,,3,,,81875
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,31.0,7.0,2011.0,NO,566497.0,56.6371,-2.7091,,3,,,81903
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,3.0,8.0,2011.0,SS,232230.0,50.9791,-4.52,,3,,,81904
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,6.0,9.0,2012.0,SD,431124.0,53.605,-2.8614,,3,,,81905
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,25.0,7.0,2013.0,SU,43200.0,50.9793,-1.9401,,3,,,81906
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,29.0,8.0,2013.0,SU,43200.0,50.9793,-1.9401,,3,,,81907
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,25.0,7.0,2013.0,SU,43200.0,50.9793,-1.9401,,3,,,81908
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,29.0,8.0,2013.0,SU,57181.0,50.9622,-1.9202,,3,,,81909
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,29.0,8.0,2013.0,SU,57181.0,50.9622,-1.9202,,3,,,81910
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,19.0,7.0,2013.0,SU,57181.0,50.9622,-1.9202,,3,,,81911
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,8.0,8.0,2014.0,SU,57181.0,50.9622,-1.9202,,3,,,81912
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,16.0,8.0,2016.0,SU,43200.0,50.9793,-1.9401,,3,,,81913
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,5.0,8.0,2016.0,SU,57181.0,50.9622,-1.9202,,3,,,81914
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,5.0,8.0,2016.0,SU,57181.0,50.9622,-1.9202,,3,,,81915
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,5.0,8.0,2016.0,SU,43200.0,50.9793,-1.9401,,3,,,81916
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,28.0,7.0,2016.0,TQ,263418.0,51.1614,-0.1951,,3,,,81917
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,28.0,7.0,2016.0,TQ,263418.0,51.1614,-0.1951,,3,,,81918
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,21.0,8.0,2017.0,SU,57181.0,50.9622,-1.9202,,3,,,81919
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,21.0,8.0,2017.0,SU,57181.0,50.9622,-1.9202,,3,,,81920
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,21.0,8.0,2017.0,SU,57181.0,50.9622,-1.9202,,3,,,81921
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,16.0,8.0,2017.0,SU,43200.0,50.9793,-1.9401,,3,,,81922
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,24.0,7.0,2017.0,SU,57181.0,50.9622,-1.9202,,3,,,81923
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,18.0,7.0,2017.0,SU,43200.0,50.9793,-1.9401,,3,,,81924
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,12.0,7.0,2017.0,SU,57181.0,50.9622,-1.9202,,3,,,81925
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,17.0,8.0,2018.0,SU,57181.0,50.9622,-1.9202,,3,,,81926
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,17.0,8.0,2018.0,SU,57181.0,50.9622,-1.9202,,3,,,81927
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,17.0,8.0,2018.0,SU,57181.0,50.9622,-1.9202,,3,,,81928
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,8.0,8.0,2018.0,SU,43200.0,50.9793,-1.9401,,3,,,81929
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,31.0,7.0,2018.0,SU,57181.0,50.9622,-1.9202,,3,,,81930
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,31.0,7.0,2018.0,TQ,263418.0,51.1614,-0.1951,,3,,,81931
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,20.0,8.0,2019.0,SU,57181.0,50.9622,-1.9202,,3,,,81932
R.F. Comont et al. (2019),Bumblebee Conservation Trust: BeeWalk Annual Report 2020,Bumblebee Conservation Trust,2019,,10.15468/xde3qb,DO,Group,All,NHMSYS0000875567,,Bombus lapidarius,M,NBNSYS0000004506,S73C,Centaurea nigra,1.0,13.0,8.0,2019.0,SU,43200.0,50.9793,-1.9401,,3,,,81933
